month,drug_id,therapy_area,formulary_tier,pharmacy_type,rx_count,total_cost,member_copay,plan_paid,unique_members
2022-07,DRG010,Cardiology,2,Specialty,2,275.8,55.16,220.64,2
2022-07,DRG011,Pulmonology,2,Mail Order,2,581.47,116.3,465.17,2
2022-07,DRG011,Pulmonology,2,Retail,3,374.76,74.95,299.81,3
2022-07,DRG011,Pulmonology,2,Specialty,6,1001.49,200.29,801.2,6
2022-07,DRG012,Pulmonology,2,Mail Order,3,537.84,107.57,430.27,3
2022-07,DRG012,Pulmonology,2,Retail,5,899.01,179.81,719.2,5
2022-07,DRG012,Pulmonology,2,Specialty,2,259.19,51.83,207.36,2
2022-07,DRG013,Dermatology,4,Mail Order,6,105363.7,47413.66,57950.04,6
2022-07,DRG013,Dermatology,4,Retail,1,17564.71,7904.12,9660.59,1
2022-07,DRG013,Dermatology,4,Specialty,4,72938.8,32822.46,40116.34,4
2022-07,DRG014,Dermatology,4,Retail,3,9499.82,4274.92,5224.9,3
2022-07,DRG014,Dermatology,4,Specialty,5,15744.98,7085.24,8659.74,5
2022-07,DRG015,Neurology,4,Mail Order,1,7797.22,3508.75,4288.47,1
2022-07,DRG015,Neurology,4,Retail,4,33351.74,15008.28,18343.46,4
2022-07,DRG015,Neurology,4,Specialty,3,24624.0,11080.79,13543.21,3
2022-07,DRG016,Cardiology,1,Mail Order,2,9.0,0.9,8.1,2
2022-07,DRG016,Cardiology,1,Retail,1,6.17,0.62,5.55,1
2022-07,DRG017,Cardiology,1,Mail Order,3,20.53,2.06,18.47,3
2022-07,DRG017,Cardiology,1,Retail,2,15.81,1.58,14.23,2
2022-07,DRG017,Cardiology,1,Specialty,5,36.32,3.64,32.68,5
2022-07,DRG018,Gastroenterology,1,Mail Order,3,42.32,4.23,38.09,3
2022-07,DRG018,Gastroenterology,1,Retail,4,54.62,5.46,49.16,4
2022-07,DRG018,Gastroenterology,1,Specialty,1,6.26,0.63,5.63,1
2022-07,DRG019,Gastroenterology,2,Mail Order,4,181.97,36.4,145.57,4
2022-07,DRG019,Gastroenterology,2,Retail,1,89.68,17.94,71.74,1
2022-07,DRG019,Gastroenterology,2,Specialty,1,93.4,18.68,74.72,1
2022-07,DRG020,Oncology,5,Mail Order,2,37303.03,22381.82,14921.21,2
2022-07,DRG020,Oncology,5,Retail,1,18373.21,11023.93,7349.28,1
2022-07,DRG020,Oncology,5,Specialty,5,94120.47,56472.28,37648.19,5
2022-08,DRG001,Immunology,4,Retail,2,13431.33,6044.1,7387.23,2
2022-08,DRG001,Immunology,4,Specialty,1,6204.41,2791.98,3412.43,1
2022-08,DRG002,Immunology,4,Retail,1,5520.25,2484.11,3036.14,1
2022-08,DRG002,Immunology,4,Specialty,4,23212.32,10445.54,12766.78,4
2022-08,DRG003,Cardiology,1,Mail Order,2,48.29,4.82,43.47,2
2022-08,DRG003,Cardiology,1,Retail,1,12.24,1.22,11.02,1
2022-08,DRG003,Cardiology,1,Specialty,3,84.62,8.47,76.15,3
2022-08,DRG004,Cardiology,2,Mail Order,2,89.03,17.81,71.22,2
2022-08,DRG004,Cardiology,2,Retail,4,145.61,29.13,116.48,4
2022-08,DRG004,Cardiology,2,Specialty,3,146.28,29.26,117.02,3
2022-08,DRG005,Diabetes,1,Retail,1,7.91,0.79,7.12,1
2022-08,DRG005,Diabetes,1,Specialty,3,26.86,2.68,24.18,3
2022-08,DRG006,Diabetes,3,Mail Order,4,600.75,180.22,420.53,4
2022-08,DRG006,Diabetes,3,Retail,1,167.98,50.39,117.59,1
2022-08,DRG006,Diabetes,3,Specialty,1,163.75,49.12,114.63,1
2022-08,DRG007,Diabetes,3,Mail Order,2,4192.11,1257.64,2934.47,2
2022-08,DRG007,Diabetes,3,Specialty,3,5901.91,1770.57,4131.34,3
2022-08,DRG008,Oncology,5,Retail,4,86998.12,52198.88,34799.24,4
2022-08,DRG008,Oncology,5,Specialty,2,44203.37,26522.02,17681.35,2
2022-08,DRG009,Cardiology,2,Mail Order,2,863.83,172.77,691.06,2
2022-08,DRG009,Cardiology,2,Retail,3,1267.97,253.6,1014.37,3
2022-08,DRG009,Cardiology,2,Specialty,2,286.08,57.21,228.87,2
2022-08,DRG010,Cardiology,2,Mail Order,3,960.89,192.18,768.71,3
2022-08,DRG010,Cardiology,2,Retail,2,284.44,56.89,227.55,2
2022-08,DRG011,Pulmonology,2,Mail Order,4,1051.5,210.3,841.2,4
2022-08,DRG011,Pulmonology,2,Retail,2,195.85,39.17,156.68,2
2022-08,DRG011,Pulmonology,2,Specialty,2,280.84,56.17,224.67,2
2022-08,DRG012,Pulmonology,2,Retail,4,816.62,163.32,653.3,4
2022-08,DRG012,Pulmonology,2,Specialty,4,547.84,109.57,438.27,4
2022-08,DRG013,Dermatology,4,Mail Order,4,71397.05,32128.67,39268.38,4
2022-08,DRG013,Dermatology,4,Retail,6,109260.03,49167.02,60093.01,6
2022-08,DRG013,Dermatology,4,Specialty,2,37347.59,16806.42,20541.17,2
2022-08,DRG014,Dermatology,4,Mail Order,4,12679.75,5705.88,6973.87,4
2022-08,DRG014,Dermatology,4,Retail,3,9691.01,4360.96,5330.05,3
2022-08,DRG014,Dermatology,4,Specialty,3,9336.89,4201.6,5135.29,3
2022-08,DRG015,Neurology,4,Mail Order,3,23906.6,10757.97,13148.63,3
2022-08,DRG015,Neurology,4,Retail,1,8230.63,3703.78,4526.85,1
2022-08,DRG015,Neurology,4,Specialty,3,24553.44,11049.04,13504.4,3
2022-08,DRG016,Cardiology,1,Mail Order,2,12.48,1.24,11.24,2
2022-08,DRG016,Cardiology,1,Retail,4,36.26,3.63,32.63,4
2022-08,DRG016,Cardiology,1,Specialty,1,6.02,0.6,5.42,1
2022-08,DRG017,Cardiology,1,Mail Order,2,12.32,1.23,11.09,2
2022-08,DRG017,Cardiology,1,Specialty,3,24.26,2.43,21.83,3
2022-08,DRG018,Gastroenterology,1,Mail Order,2,28.87,2.88,25.99,2
2022-08,DRG018,Gastroenterology,1,Retail,1,18.42,1.84,16.58,1
2022-08,DRG019,Gastroenterology,2,Mail Order,4,396.17,79.24,316.93,4
2022-08,DRG019,Gastroenterology,2,Retail,1,92.58,18.52,74.06,1
2022-08,DRG020,Oncology,5,Mail Order,1,19703.75,11822.25,7881.5,1
2022-08,DRG020,Oncology,5,Retail,4,77372.53,46423.52,30949.01,4
2022-08,DRG020,Oncology,5,Specialty,2,36775.07,22065.04,14710.03,2
2022-09,DRG001,Immunology,4,Mail Order,4,26145.13,11765.32,14379.81,4
2022-09,DRG001,Immunology,4,Retail,4,25931.25,11669.06,14262.19,4
2022-09,DRG001,Immunology,4,Specialty,4,25411.95,11435.38,13976.57,4
2022-09,DRG002,Immunology,4,Mail Order,3,17041.8,7668.81,9372.99,3
2022-09,DRG002,Immunology,4,Retail,1,5895.98,2653.19,3242.79,1
2022-09,DRG002,Immunology,4,Specialty,4,23111.62,10400.24,12711.38,4
2022-09,DRG003,Cardiology,1,Mail Order,3,72.57,7.26,65.31,3
2022-09,DRG003,Cardiology,1,Retail,3,84.67,8.47,76.2,3
2022-09,DRG004,Cardiology,2,Mail Order,1,18.22,3.64,14.58,1
2022-09,DRG004,Cardiology,2,Specialty,2,70.34,14.07,56.27,2
2022-09,DRG005,Diabetes,1,Retail,1,11.85,1.19,10.66,1
2022-09,DRG006,Diabetes,3,Mail Order,1,172.62,51.79,120.83,1
2022-09,DRG006,Diabetes,3,Retail,1,82.07,24.62,57.45,1
2022-09,DRG006,Diabetes,3,Specialty,2,345.43,103.63,241.8,2
2022-09,DRG007,Diabetes,3,Mail Order,4,7006.6,2101.98,4904.62,4
2022-09,DRG007,Diabetes,3,Retail,8,18647.68,5594.31,13053.37,8
2022-09,DRG007,Diabetes,3,Specialty,2,3448.95,1034.68,2414.27,2
2022-09,DRG008,Oncology,5,Mail Order,2,43044.7,25826.82,17217.88,2
2022-09,DRG008,Oncology,5,Specialty,3,66146.09,39687.65,26458.44,3
2022-09,DRG009,Cardiology,2,Mail Order,3,1005.25,201.05,804.2,3
2022-09,DRG009,Cardiology,2,Retail,1,296.35,59.27,237.08,1
2022-09,DRG010,Cardiology,2,Retail,2,419.92,83.99,335.93,2
2022-09,DRG010,Cardiology,2,Specialty,4,1379.05,275.81,1103.24,4
2022-09,DRG011,Pulmonology,2,Mail Order,5,944.42,188.88,755.54,5
2022-09,DRG011,Pulmonology,2,Retail,1,182.48,36.5,145.98,1
2022-09,DRG011,Pulmonology,2,Specialty,2,377.94,75.59,302.35,2
2022-09,DRG012,Pulmonology,2,Mail Order,2,361.81,72.37,289.44,2
2022-09,DRG012,Pulmonology,2,Retail,2,370.04,74.0,296.04,2
2022-09,DRG012,Pulmonology,2,Specialty,4,704.21,140.85,563.36,4
2022-09,DRG013,Dermatology,4,Mail Order,2,35518.99,15983.54,19535.45,2
2022-09,DRG013,Dermatology,4,Retail,3,54238.13,24407.16,29830.97,3
2022-09,DRG013,Dermatology,4,Specialty,1,17901.17,8055.53,9845.64,1
2022-09,DRG014,Dermatology,4,Mail Order,3,9520.63,4284.28,5236.35,3
2022-09,DRG014,Dermatology,4,Retail,8,25679.19,11555.65,14123.54,8
2022-09,DRG014,Dermatology,4,Specialty,3,9577.43,4309.85,5267.58,3
2022-09,DRG015,Neurology,4,Mail Order,2,16316.26,7342.32,8973.94,2
2022-09,DRG015,Neurology,4,Retail,4,32848.39,14781.77,18066.62,4
2022-09,DRG015,Neurology,4,Specialty,2,16277.04,7324.67,8952.37,2
2022-09,DRG016,Cardiology,1,Mail Order,1,3.01,0.3,2.71,1
2022-09,DRG016,Cardiology,1,Retail,2,11.59,1.16,10.43,2
2022-09,DRG016,Cardiology,1,Specialty,2,14.66,1.47,13.19,2
2022-09,DRG017,Cardiology,1,Mail Order,4,24.13,2.42,21.71,4
2022-09,DRG017,Cardiology,1,Retail,5,47.11,4.72,42.39,5
2022-09,DRG018,Gastroenterology,1,Mail Order,2,12.03,1.2,10.83,2
2022-09,DRG018,Gastroenterology,1,Retail,2,12.01,1.2,10.81,2
2022-09,DRG018,Gastroenterology,1,Specialty,1,11.7,1.17,10.53,1
2022-09,DRG019,Gastroenterology,2,Mail Order,3,220.34,44.07,176.27,3
2022-09,DRG019,Gastroenterology,2,Retail,3,234.1,46.82,187.28,3
2022-09,DRG019,Gastroenterology,2,Specialty,3,274.59,54.92,219.67,2
2022-09,DRG020,Oncology,5,Mail Order,2,37709.3,22625.58,15083.72,2
2022-09,DRG020,Oncology,5,Retail,4,76305.01,45783.01,30522.0,4
2022-09,DRG020,Oncology,5,Specialty,5,94506.21,56703.74,37802.47,5
2022-10,DRG001,Immunology,4,Specialty,5,32050.52,14422.73,17627.79,5
2022-10,DRG002,Immunology,4,Retail,1,6064.42,2728.99,3335.43,1
2022-10,DRG002,Immunology,4,Specialty,3,17196.41,7738.38,9458.03,3
2022-10,DRG003,Cardiology,1,Mail Order,3,48.6,4.85,43.75,3
2022-10,DRG003,Cardiology,1,Retail,4,83.63,8.38,75.25,4
2022-10,DRG003,Cardiology,1,Specialty,1,22.97,2.3,20.67,1
2022-10,DRG004,Cardiology,2,Mail Order,2,111.56,22.31,89.25,2
2022-10,DRG004,Cardiology,2,Retail,1,18.45,3.69,14.76,1
2022-10,DRG004,Cardiology,2,Specialty,1,35.87,7.17,28.7,1
2022-10,DRG005,Diabetes,1,Mail Order,4,19.81,1.98,17.83,4
2022-10,DRG005,Diabetes,1,Retail,3,20.02,2.0,18.02,3
2022-10,DRG005,Diabetes,1,Specialty,5,39.12,3.92,35.2,5
2022-10,DRG006,Diabetes,3,Mail Order,3,254.05,76.22,177.83,3
2022-10,DRG006,Diabetes,3,Retail,2,345.48,103.65,241.83,2
2022-10,DRG006,Diabetes,3,Specialty,1,84.28,25.28,59.0,1
2022-10,DRG007,Diabetes,3,Mail Order,1,2426.36,727.91,1698.45,1
2022-10,DRG007,Diabetes,3,Retail,4,6122.47,1836.74,4285.73,4
2022-10,DRG007,Diabetes,3,Specialty,1,1729.77,518.93,1210.84,1
2022-10,DRG008,Oncology,5,Mail Order,2,42604.26,25562.56,17041.7,2
2022-10,DRG008,Oncology,5,Retail,1,22409.22,13445.53,8963.69,1
2022-10,DRG009,Cardiology,2,Mail Order,3,717.46,143.5,573.96,3
2022-10,DRG009,Cardiology,2,Retail,3,857.19,171.44,685.75,3
2022-10,DRG009,Cardiology,2,Specialty,3,727.87,145.57,582.3,3
2022-10,DRG010,Cardiology,2,Mail Order,1,408.34,81.67,326.67,1
2022-10,DRG010,Cardiology,2,Retail,2,710.79,142.15,568.64,2
2022-10,DRG010,Cardiology,2,Specialty,1,266.9,53.38,213.52,1
2022-10,DRG011,Pulmonology,2,Mail Order,4,480.49,96.1,384.39,4
2022-10,DRG011,Pulmonology,2,Retail,3,554.7,110.94,443.76,3
2022-10,DRG011,Pulmonology,2,Specialty,1,283.91,56.78,227.13,1
2022-10,DRG012,Pulmonology,2,Retail,4,636.69,127.34,509.35,4
2022-10,DRG012,Pulmonology,2,Specialty,2,187.23,37.45,149.78,2
2022-10,DRG013,Dermatology,4,Mail Order,3,55252.93,24863.82,30389.11,3
2022-10,DRG013,Dermatology,4,Retail,3,53397.26,24028.77,29368.49,3
2022-10,DRG013,Dermatology,4,Specialty,2,35252.54,15863.64,19388.9,2
2022-10,DRG014,Dermatology,4,Mail Order,1,3171.62,1427.23,1744.39,1
2022-10,DRG014,Dermatology,4,Retail,5,15827.81,7122.52,8705.29,5
2022-10,DRG014,Dermatology,4,Specialty,3,9455.64,4255.03,5200.61,3
2022-10,DRG015,Neurology,4,Mail Order,1,8102.28,3646.03,4456.25,1
2022-10,DRG015,Neurology,4,Retail,4,32179.3,14480.69,17698.61,4
2022-10,DRG015,Neurology,4,Specialty,4,32033.19,14414.94,17618.25,4
2022-10,DRG016,Cardiology,1,Mail Order,2,14.97,1.5,13.47,2
2022-10,DRG016,Cardiology,1,Retail,4,23.33,2.32,21.01,4
2022-10,DRG017,Cardiology,1,Mail Order,4,28.31,2.84,25.47,4
2022-10,DRG017,Cardiology,1,Retail,5,23.95,2.4,21.55,5
2022-10,DRG017,Cardiology,1,Specialty,2,19.76,1.97,17.79,2
2022-10,DRG018,Gastroenterology,1,Mail Order,2,17.9,1.79,16.11,2
2022-10,DRG018,Gastroenterology,1,Retail,1,12.43,1.24,11.19,1
2022-10,DRG018,Gastroenterology,1,Specialty,5,60.57,6.06,54.51,5
2022-10,DRG019,Gastroenterology,2,Mail Order,2,181.63,36.33,145.3,2
2022-10,DRG019,Gastroenterology,2,Retail,2,178.05,35.61,142.44,2
2022-10,DRG019,Gastroenterology,2,Specialty,3,276.02,55.21,220.81,3
2022-10,DRG020,Oncology,5,Mail Order,2,36358.04,21814.82,14543.22,2
2022-10,DRG020,Oncology,5,Retail,1,19307.21,11584.33,7722.88,1
2022-11,DRG001,Immunology,4,Mail Order,4,25921.64,11664.74,14256.9,4
2022-11,DRG001,Immunology,4,Retail,2,12789.92,5755.46,7034.46,2
2022-11,DRG001,Immunology,4,Specialty,5,31644.03,14239.82,17404.21,5
2022-11,DRG002,Immunology,4,Mail Order,2,11698.34,5264.26,6434.08,2
2022-11,DRG002,Immunology,4,Retail,4,23426.73,10542.02,12884.71,4
2022-11,DRG002,Immunology,4,Specialty,3,17020.06,7659.02,9361.04,3
2022-11,DRG003,Cardiology,1,Mail Order,1,23.41,2.34,21.07,1
2022-11,DRG003,Cardiology,1,Retail,4,95.56,9.56,86.0,4
2022-11,DRG003,Cardiology,1,Specialty,1,35.11,3.51,31.6,1
2022-11,DRG004,Cardiology,2,Mail Order,3,108.19,21.64,86.55,3
2022-11,DRG004,Cardiology,2,Retail,2,72.11,14.43,57.68,2
2022-11,DRG004,Cardiology,2,Specialty,2,109.69,21.94,87.75,2
2022-11,DRG005,Diabetes,1,Mail Order,1,4.13,0.41,3.72,1
2022-11,DRG005,Diabetes,1,Retail,3,28.41,2.84,25.57,3
2022-11,DRG005,Diabetes,1,Specialty,2,20.58,2.06,18.52,2
2022-11,DRG006,Diabetes,3,Mail Order,3,349.88,104.96,244.92,3
2022-11,DRG006,Diabetes,3,Retail,1,167.66,50.3,117.36,1
2022-11,DRG006,Diabetes,3,Specialty,5,691.1,207.34,483.76,5
2022-11,DRG007,Diabetes,3,Mail Order,3,6004.57,1801.37,4203.2,3
2022-11,DRG007,Diabetes,3,Retail,3,4240.72,1272.21,2968.51,3
2022-11,DRG007,Diabetes,3,Specialty,1,834.09,250.23,583.86,1
2022-11,DRG008,Oncology,5,Mail Order,1,22548.48,13529.09,9019.39,1
2022-11,DRG008,Oncology,5,Retail,2,45297.53,27178.52,18119.01,2
2022-11,DRG008,Oncology,5,Specialty,1,22204.67,13322.8,8881.87,1
2022-11,DRG009,Cardiology,2,Mail Order,2,701.88,140.37,561.51,2
2022-11,DRG009,Cardiology,2,Retail,3,1009.06,201.81,807.25,3
2022-11,DRG009,Cardiology,2,Specialty,2,431.95,86.39,345.56,2
2022-11,DRG010,Cardiology,2,Mail Order,1,144.95,28.99,115.96,1
2022-11,DRG010,Cardiology,2,Retail,4,815.06,163.01,652.05,4
2022-11,DRG010,Cardiology,2,Specialty,2,545.98,109.19,436.79,2
2022-11,DRG011,Pulmonology,2,Retail,3,559.82,111.96,447.86,3
2022-11,DRG011,Pulmonology,2,Specialty,4,753.43,150.69,602.74,4
2022-11,DRG012,Pulmonology,2,Mail Order,3,557.94,111.59,446.35,3
2022-11,DRG012,Pulmonology,2,Retail,1,281.32,56.26,225.06,1
2022-11,DRG012,Pulmonology,2,Specialty,2,365.41,73.08,292.33,2
2022-11,DRG013,Dermatology,4,Mail Order,3,54403.15,24481.41,29921.74,3
2022-11,DRG013,Dermatology,4,Retail,3,54945.85,24725.63,30220.22,3
2022-11,DRG013,Dermatology,4,Specialty,2,35082.71,15787.22,19295.49,2
2022-11,DRG014,Dermatology,4,Mail Order,1,3158.67,1421.4,1737.27,1
2022-11,DRG014,Dermatology,4,Specialty,3,9573.25,4307.96,5265.29,3
2022-11,DRG015,Neurology,4,Mail Order,3,23855.79,10735.1,13120.69,3
2022-11,DRG015,Neurology,4,Retail,1,7914.54,3561.54,4353.0,1
2022-11,DRG016,Cardiology,1,Mail Order,2,15.49,1.55,13.94,2
2022-11,DRG016,Cardiology,1,Retail,4,34.2,3.42,30.78,4
2022-11,DRG016,Cardiology,1,Specialty,1,8.76,0.88,7.88,1
2022-11,DRG017,Cardiology,1,Mail Order,1,4.18,0.42,3.76,1
2022-11,DRG017,Cardiology,1,Retail,1,3.96,0.4,3.56,1
2022-11,DRG017,Cardiology,1,Specialty,5,32.65,3.27,29.38,5
2022-11,DRG018,Gastroenterology,1,Mail Order,2,30.05,3.01,27.04,2
2022-11,DRG018,Gastroenterology,1,Retail,2,29.69,2.97,26.72,2
2022-11,DRG018,Gastroenterology,1,Specialty,1,5.95,0.6,5.35,1
2022-11,DRG019,Gastroenterology,2,Mail Order,2,228.03,45.6,182.43,2
2022-11,DRG019,Gastroenterology,2,Retail,2,187.25,37.45,149.8,2
2022-11,DRG019,Gastroenterology,2,Specialty,1,86.93,17.39,69.54,1
2022-11,DRG020,Oncology,5,Mail Order,2,38737.7,23242.62,15495.08,2
2022-11,DRG020,Oncology,5,Retail,2,38340.68,23004.41,15336.27,2
2022-11,DRG020,Oncology,5,Specialty,1,18131.26,10878.76,7252.5,1
2022-12,DRG001,Immunology,4,Mail Order,1,6792.03,3056.41,3735.62,1
2022-12,DRG001,Immunology,4,Retail,2,13288.36,5979.77,7308.59,2
2022-12,DRG002,Immunology,4,Mail Order,3,16874.66,7593.59,9281.07,3
2022-12,DRG002,Immunology,4,Retail,2,11894.03,5352.31,6541.72,2
2022-12,DRG003,Cardiology,1,Retail,3,95.5,9.55,85.95,3
2022-12,DRG004,Cardiology,2,Mail Order,5,145.4,29.08,116.32,5
2022-12,DRG004,Cardiology,2,Retail,2,36.53,7.31,29.22,2
2022-12,DRG004,Cardiology,2,Specialty,2,87.09,17.42,69.67,2
2022-12,DRG005,Diabetes,1,Mail Order,2,24.48,2.45,22.03,2
2022-12,DRG005,Diabetes,1,Retail,5,39.89,3.99,35.9,5
2022-12,DRG006,Diabetes,3,Mail Order,4,753.07,225.92,527.15,4
2022-12,DRG006,Diabetes,3,Retail,2,170.6,51.18,119.42,2
2022-12,DRG006,Diabetes,3,Specialty,2,430.22,129.06,301.16,2
2022-12,DRG007,Diabetes,3,Mail Order,3,5074.62,1522.38,3552.24,3
2022-12,DRG007,Diabetes,3,Retail,1,1659.95,497.99,1161.96,1
2022-12,DRG007,Diabetes,3,Specialty,3,3416.64,1025.0,2391.64,3
2022-12,DRG008,Oncology,5,Mail Order,3,66123.77,39674.26,26449.51,3
2022-12,DRG008,Oncology,5,Retail,1,21872.77,13123.66,8749.11,1
2022-12,DRG008,Oncology,5,Specialty,2,43612.27,26167.36,17444.91,2
2022-12,DRG009,Cardiology,2,Mail Order,4,1452.32,290.45,1161.87,4
2022-12,DRG009,Cardiology,2,Retail,2,292.21,58.44,233.77,2
2022-12,DRG010,Cardiology,2,Mail Order,2,275.01,55.0,220.01,2
2022-12,DRG010,Cardiology,2,Retail,3,563.18,112.64,450.54,3
2022-12,DRG010,Cardiology,2,Specialty,3,819.16,163.83,655.33,3
2022-12,DRG011,Pulmonology,2,Mail Order,4,572.76,114.56,458.2,4
2022-12,DRG011,Pulmonology,2,Retail,2,381.57,76.31,305.26,2
2022-12,DRG011,Pulmonology,2,Specialty,4,767.63,153.53,614.1,4
2022-12,DRG012,Pulmonology,2,Mail Order,1,86.25,17.25,69.0,1
2022-12,DRG012,Pulmonology,2,Retail,4,532.54,106.5,426.04,4
2022-12,DRG012,Pulmonology,2,Specialty,3,612.12,122.43,489.69,3
2022-12,DRG013,Dermatology,4,Mail Order,2,36460.77,16407.35,20053.42,2
2022-12,DRG013,Dermatology,4,Retail,4,70133.07,31559.88,38573.19,4
2022-12,DRG013,Dermatology,4,Specialty,1,17487.73,7869.48,9618.25,1
2022-12,DRG014,Dermatology,4,Mail Order,4,12944.5,5825.04,7119.46,4
2022-12,DRG014,Dermatology,4,Retail,3,9608.25,4323.71,5284.54,3
2022-12,DRG014,Dermatology,4,Specialty,1,3343.96,1504.78,1839.18,1
2022-12,DRG015,Neurology,4,Mail Order,2,15969.87,7186.44,8783.43,2
2022-12,DRG015,Neurology,4,Retail,2,15449.76,6952.4,8497.36,2
2022-12,DRG015,Neurology,4,Specialty,2,16585.0,7463.25,9121.75,2
2022-12,DRG016,Cardiology,1,Mail Order,1,9.12,0.91,8.21,1
2022-12,DRG016,Cardiology,1,Retail,2,11.79,1.18,10.61,2
2022-12,DRG017,Cardiology,1,Mail Order,4,44.48,4.46,40.02,4
2022-12,DRG017,Cardiology,1,Retail,2,15.89,1.59,14.3,2
2022-12,DRG017,Cardiology,1,Specialty,2,12.07,1.2,10.87,2
2022-12,DRG018,Gastroenterology,1,Mail Order,4,47.63,4.76,42.87,4
2022-12,DRG018,Gastroenterology,1,Retail,4,35.8,3.58,32.22,4
2022-12,DRG018,Gastroenterology,1,Specialty,3,34.67,3.47,31.2,3
2022-12,DRG019,Gastroenterology,2,Mail Order,3,360.91,72.18,288.73,3
2022-12,DRG019,Gastroenterology,2,Retail,1,46.87,9.37,37.5,1
2022-12,DRG019,Gastroenterology,2,Specialty,5,503.7,100.74,402.96,5
2022-12,DRG020,Oncology,5,Mail Order,2,38232.46,22939.47,15292.99,2
2022-12,DRG020,Oncology,5,Retail,3,56006.57,33603.94,22402.63,3
2022-12,DRG020,Oncology,5,Specialty,2,38009.5,22805.7,15203.8,2
2023-01,DRG001,Immunology,4,Mail Order,1,6620.52,2979.23,3641.29,1
2023-01,DRG001,Immunology,4,Retail,2,12667.39,5700.32,6967.07,2
2023-01,DRG002,Immunology,4,Retail,4,23561.52,10602.69,12958.83,4
2023-01,DRG002,Immunology,4,Specialty,3,17396.81,7828.57,9568.24,3
2023-01,DRG003,Cardiology,1,Mail Order,1,11.84,1.18,10.66,1
2023-01,DRG003,Cardiology,1,Retail,3,73.57,7.35,66.22,3
2023-01,DRG003,Cardiology,1,Specialty,2,47.69,4.77,42.92,2
2023-01,DRG004,Cardiology,2,Mail Order,2,89.98,17.99,71.99,2
2023-01,DRG004,Cardiology,2,Retail,3,88.52,17.71,70.81,3
2023-01,DRG004,Cardiology,2,Specialty,1,17.33,3.47,13.86,1
2023-01,DRG005,Diabetes,1,Mail Order,6,55.2,5.52,49.68,6
2023-01,DRG005,Diabetes,1,Retail,3,23.88,2.39,21.49,3
2023-01,DRG005,Diabetes,1,Specialty,6,43.93,4.39,39.54,6
2023-01,DRG006,Diabetes,3,Mail Order,2,346.13,103.84,242.29,2
2023-01,DRG006,Diabetes,3,Retail,2,323.9,97.17,226.73,2
2023-01,DRG006,Diabetes,3,Specialty,1,82.46,24.74,57.72,1
2023-01,DRG007,Diabetes,3,Mail Order,2,2466.78,740.04,1726.74,2
2023-01,DRG007,Diabetes,3,Retail,3,4309.71,1292.91,3016.8,3
2023-01,DRG007,Diabetes,3,Specialty,2,4183.06,1254.92,2928.14,2
2023-01,DRG008,Oncology,5,Mail Order,1,21867.68,13120.61,8747.07,1
2023-01,DRG008,Oncology,5,Retail,1,21680.24,13008.14,8672.1,1
2023-01,DRG008,Oncology,5,Specialty,2,43021.15,25812.69,17208.46,2
2023-01,DRG009,Cardiology,2,Retail,1,143.67,28.73,114.94,1
2023-01,DRG009,Cardiology,2,Specialty,2,737.51,147.5,590.01,2
2023-01,DRG010,Cardiology,2,Retail,1,142.96,28.59,114.37,1
2023-01,DRG010,Cardiology,2,Specialty,3,993.36,198.68,794.68,3
2023-01,DRG011,Pulmonology,2,Mail Order,2,279.75,55.95,223.8,2
2023-01,DRG011,Pulmonology,2,Retail,1,97.92,19.58,78.34,1
2023-01,DRG011,Pulmonology,2,Specialty,4,761.93,152.39,609.54,4
2023-01,DRG012,Pulmonology,2,Mail Order,3,736.22,147.24,588.98,3
2023-01,DRG012,Pulmonology,2,Retail,2,275.01,55.0,220.01,2
2023-01,DRG012,Pulmonology,2,Specialty,2,457.92,91.58,366.34,2
2023-01,DRG013,Dermatology,4,Mail Order,3,54254.92,24414.71,29840.21,3
2023-01,DRG013,Dermatology,4,Retail,2,36828.51,16572.83,20255.68,2
2023-01,DRG013,Dermatology,4,Specialty,2,35838.8,16127.46,19711.34,2
2023-01,DRG014,Dermatology,4,Mail Order,1,3270.65,1471.79,1798.86,1
2023-01,DRG014,Dermatology,4,Retail,5,15987.73,7194.48,8793.25,5
2023-01,DRG014,Dermatology,4,Specialty,2,6547.85,2946.53,3601.32,2
2023-01,DRG015,Neurology,4,Mail Order,2,16455.28,7404.87,9050.41,2
2023-01,DRG015,Neurology,4,Retail,4,32682.99,14707.34,17975.65,4
2023-01,DRG016,Cardiology,1,Mail Order,4,24.49,2.44,22.05,4
2023-01,DRG016,Cardiology,1,Retail,9,60.91,6.09,54.82,9
2023-01,DRG016,Cardiology,1,Specialty,1,2.98,0.3,2.68,1
2023-01,DRG017,Cardiology,1,Mail Order,2,16.38,1.63,14.75,2
2023-01,DRG017,Cardiology,1,Retail,2,20.73,2.08,18.65,2
2023-01,DRG017,Cardiology,1,Specialty,3,31.44,3.14,28.3,3
2023-01,DRG018,Gastroenterology,1,Mail Order,3,43.09,4.3,38.79,3
2023-01,DRG018,Gastroenterology,1,Retail,4,54.58,5.45,49.13,4
2023-01,DRG018,Gastroenterology,1,Specialty,2,29.45,2.95,26.5,2
2023-01,DRG019,Gastroenterology,2,Retail,2,225.11,45.02,180.09,2
2023-01,DRG019,Gastroenterology,2,Specialty,2,218.72,43.75,174.97,2
2023-01,DRG020,Oncology,5,Mail Order,2,38638.92,23183.36,15455.56,2
